Sentences,Label
ngày mười ba tháng tám năm hai không hai tám,unknown num num unknown num unknown num num num num
ngày mười ba tháng tám năm hai không hai chín,unknown num num unknown num unknown num num num num
ngày mười ba tháng tám năm hai không ba mươi,unknown num num unknown num unknown num num num num
ngày mười ba tháng tám năm hai không ba mốt,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười một,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười hai,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười ba,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười bốn,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười năm,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười sáu,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười bảy,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười tám,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không mười chín,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai mốt,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai hai,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai ba,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai bốn,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai năm,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai sáu,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai bảy,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai tám,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không hai chín,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không ba mươi,unknown num num unknown num unknown num num num num
ngày mười ba tháng chín năm hai không ba mốt,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười một,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười hai,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười ba,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười bốn,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười năm,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười sáu,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười bảy,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười tám,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không mười chín,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai mốt,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai hai,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai ba,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai bốn,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai năm,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai sáu,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai bảy,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai tám,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không hai chín,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không ba mươi,unknown num num unknown num unknown num num num num
ngày mười bốn tháng một năm hai không ba mốt,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười một,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười hai,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười ba,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười bốn,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười năm,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười sáu,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười bảy,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười tám,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không mười chín,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không hai mốt,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không hai hai,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không hai ba,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không hai bốn,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không hai năm,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không hai sáu,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không hai bảy,unknown num num unknown num unknown num num num num
ngày mười bốn tháng hai năm hai không hai tám,unknown num num unknown num unknown num num num num
